Date,Date_mod,deaths
2016M11D29,2016-11-29,140
2016M11D30,2016-11-30,157
2016M12D01,2016-12-01,156
2016M12D02,2016-12-02,144
2016M12D03,2016-12-03,132
2016M12D04,2016-12-04,127
2016M12D05,2016-12-05,137
2016M12D06,2016-12-06,147
2016M12D07,2016-12-07,154
2016M12D08,2016-12-08,130
2016M12D09,2016-12-09,164
2016M12D10,2016-12-10,143
2016M12D11,2016-12-11,168
2016M12D12,2016-12-12,172
2016M12D13,2016-12-13,168
2016M12D14,2016-12-14,141
2016M12D15,2016-12-15,159
2016M12D16,2016-12-16,144
2016M12D17,2016-12-17,135
2016M12D18,2016-12-18,148
2016M12D19,2016-12-19,142
2016M12D20,2016-12-20,153
2016M12D21,2016-12-21,150
2016M12D22,2016-12-22,132
2016M12D23,2016-12-23,158
2016M12D24,2016-12-24,168
2016M12D25,2016-12-25,157
2016M12D26,2016-12-26,164
2016M12D27,2016-12-27,151
2016M12D28,2016-12-28,173
2016M12D29,2016-12-29,165
2016M12D30,2016-12-30,165
2016M12D31,2016-12-31,173
2017M01D01,2017-01-01,158
2017M01D02,2017-01-02,139
2017M01D03,2017-01-03,182
2017M01D04,2017-01-04,179
2017M01D05,2017-01-05,132
2017M01D06,2017-01-06,172
2017M01D07,2017-01-07,155
2017M01D08,2017-01-08,154
2017M01D09,2017-01-09,170
2017M01D10,2017-01-10,159
2017M01D11,2017-01-11,160
2017M01D12,2017-01-12,162
2017M01D13,2017-01-13,155
2017M01D14,2017-01-14,163
2017M01D15,2017-01-15,142
2017M01D16,2017-01-16,150
2017M01D17,2017-01-17,149
2017M01D18,2017-01-18,171
2017M01D19,2017-01-19,153
2017M01D20,2017-01-20,166
2017M01D21,2017-01-21,156
2017M01D22,2017-01-22,154
2017M01D23,2017-01-23,169
2017M01D24,2017-01-24,160
2017M01D25,2017-01-25,148
2017M01D26,2017-01-26,159
2017M01D27,2017-01-27,164
2017M01D28,2017-01-28,154
2017M01D29,2017-01-29,150
2017M01D30,2017-01-30,154
2017M01D31,2017-01-31,169
2017M02D01,2017-02-01,159
2017M02D02,2017-02-02,176
2017M02D03,2017-02-03,197
2017M02D04,2017-02-04,159
2017M02D05,2017-02-05,197
2017M02D06,2017-02-06,159
2017M02D07,2017-02-07,158
2017M02D08,2017-02-08,152
2017M02D09,2017-02-09,164
2017M02D10,2017-02-10,154
2017M02D11,2017-02-11,157
2017M02D12,2017-02-12,156
2017M02D13,2017-02-13,171
2017M02D14,2017-02-14,177
2017M02D15,2017-02-15,147
2017M02D16,2017-02-16,183
2017M02D17,2017-02-17,200
2017M02D18,2017-02-18,179
2017M02D19,2017-02-19,171
2017M02D20,2017-02-20,192
2017M02D21,2017-02-21,161
2017M02D22,2017-02-22,147
2017M02D23,2017-02-23,203
2017M02D24,2017-02-24,155
2017M02D25,2017-02-25,139
2017M02D26,2017-02-26,159
2017M02D27,2017-02-27,171
2017M02D28,2017-02-28,181
2017M03D01,2017-03-01,177
2017M03D02,2017-03-02,178
2017M03D03,2017-03-03,169
2017M03D04,2017-03-04,149
2017M03D05,2017-03-05,154
2017M03D06,2017-03-06,156
2017M03D07,2017-03-07,154
2017M03D08,2017-03-08,172
2017M03D09,2017-03-09,154
2017M03D10,2017-03-10,144
2017M03D11,2017-03-11,164
2017M03D12,2017-03-12,157
2017M03D13,2017-03-13,148
2017M03D14,2017-03-14,157
2017M03D15,2017-03-15,164
2017M03D16,2017-03-16,175
2017M03D17,2017-03-17,161
2017M03D18,2017-03-18,168
2017M03D19,2017-03-19,159
2017M03D20,2017-03-20,165
2017M03D21,2017-03-21,160
2017M03D22,2017-03-22,177
2017M03D23,2017-03-23,175
2017M03D24,2017-03-24,143
2017M03D25,2017-03-25,164
2017M03D26,2017-03-26,142
2017M03D27,2017-03-27,158
2017M03D28,2017-03-28,155
2017M03D29,2017-03-29,147
2017M03D30,2017-03-30,148
2017M03D31,2017-03-31,128
2017M04D01,2017-04-01,153
2017M04D02,2017-04-02,152
2017M04D03,2017-04-03,142
2017M04D04,2017-04-04,140
2017M04D05,2017-04-05,134
2017M04D06,2017-04-06,130
2017M04D07,2017-04-07,152
2017M04D08,2017-04-08,148
2017M04D09,2017-04-09,142
2017M04D10,2017-04-10,153
2017M04D11,2017-04-11,145
2017M04D12,2017-04-12,143
2017M04D13,2017-04-13,140
2017M04D14,2017-04-14,160
2017M04D15,2017-04-15,136
2017M04D16,2017-04-16,132
2017M04D17,2017-04-17,136
2017M04D18,2017-04-18,131
2017M04D19,2017-04-19,130
2017M04D20,2017-04-20,139
2017M04D21,2017-04-21,159
2017M04D22,2017-04-22,136
2017M04D23,2017-04-23,136
2017M04D24,2017-04-24,132
2017M04D25,2017-04-25,129
2017M04D26,2017-04-26,140
2017M04D27,2017-04-27,126
2017M04D28,2017-04-28,155
2017M04D29,2017-04-29,133
2017M04D30,2017-04-30,159
2017M05D01,2017-05-01,160
2017M05D02,2017-05-02,143
2017M05D03,2017-05-03,142
2017M05D04,2017-05-04,138
2017M05D05,2017-05-05,159
2017M05D06,2017-05-06,168
2017M05D07,2017-05-07,149
2017M05D08,2017-05-08,164
2017M05D09,2017-05-09,144
2017M05D10,2017-05-10,142
2017M05D11,2017-05-11,141
2017M05D12,2017-05-12,143
2017M05D13,2017-05-13,143
2017M05D14,2017-05-14,138
2017M05D15,2017-05-15,130
2017M05D16,2017-05-16,152
2017M05D17,2017-05-17,155
2017M05D18,2017-05-18,141
2017M05D19,2017-05-19,159
2017M05D20,2017-05-20,140
2017M05D21,2017-05-21,145
2017M05D22,2017-05-22,138
2017M05D23,2017-05-23,122
2017M05D24,2017-05-24,146
2017M05D25,2017-05-25,158
2017M05D26,2017-05-26,144
2017M05D27,2017-05-27,136
2017M05D28,2017-05-28,125
2017M05D29,2017-05-29,128
2017M05D30,2017-05-30,140
2017M05D31,2017-05-31,135
2017M06D01,2017-06-01,127
2017M06D02,2017-06-02,151
2017M06D03,2017-06-03,136
2017M06D04,2017-06-04,139
2017M06D05,2017-06-05,138
2017M06D06,2017-06-06,153
2017M06D07,2017-06-07,133
2017M06D08,2017-06-08,145
2017M06D09,2017-06-09,134
2017M06D10,2017-06-10,138
2017M06D11,2017-06-11,144
2017M06D12,2017-06-12,141
2017M06D13,2017-06-13,154
2017M06D14,2017-06-14,158
2017M06D15,2017-06-15,136
2017M06D16,2017-06-16,151
2017M06D17,2017-06-17,164
2017M06D18,2017-06-18,119
2017M06D19,2017-06-19,132
2017M06D20,2017-06-20,148
2017M06D21,2017-06-21,133
2017M06D22,2017-06-22,141
2017M06D23,2017-06-23,164
2017M06D24,2017-06-24,127
2017M06D25,2017-06-25,135
2017M06D26,2017-06-26,139
2017M06D27,2017-06-27,134
2017M06D28,2017-06-28,141
2017M06D29,2017-06-29,125
2017M06D30,2017-06-30,142
2017M07D01,2017-07-01,131
2017M07D02,2017-07-02,126
2017M07D03,2017-07-03,137
2017M07D04,2017-07-04,134
2017M07D05,2017-07-05,124
2017M07D06,2017-07-06,119
2017M07D07,2017-07-07,161
2017M07D08,2017-07-08,116
2017M07D09,2017-07-09,114
2017M07D10,2017-07-10,138
2017M07D11,2017-07-11,145
2017M07D12,2017-07-12,131
2017M07D13,2017-07-13,131
2017M07D14,2017-07-14,125
2017M07D15,2017-07-15,136
2017M07D16,2017-07-16,135
2017M07D17,2017-07-17,152
2017M07D18,2017-07-18,144
2017M07D19,2017-07-19,130
2017M07D20,2017-07-20,115
2017M07D21,2017-07-21,126
2017M07D22,2017-07-22,131
2017M07D23,2017-07-23,133
2017M07D24,2017-07-24,131
2017M07D25,2017-07-25,127
2017M07D26,2017-07-26,148
2017M07D27,2017-07-27,114
2017M07D28,2017-07-28,150
2017M07D29,2017-07-29,128
2017M07D30,2017-07-30,127
2017M07D31,2017-07-31,120
2017M08D01,2017-08-01,138
2017M08D02,2017-08-02,136
2017M08D03,2017-08-03,130
2017M08D04,2017-08-04,146
2017M08D05,2017-08-05,127
2017M08D06,2017-08-06,137
2017M08D07,2017-08-07,120
2017M08D08,2017-08-08,130
2017M08D09,2017-08-09,136
2017M08D10,2017-08-10,150
2017M08D11,2017-08-11,131
2017M08D12,2017-08-12,126
2017M08D13,2017-08-13,139
2017M08D14,2017-08-14,134
2017M08D15,2017-08-15,132
2017M08D16,2017-08-16,118
2017M08D17,2017-08-17,99
2017M08D18,2017-08-18,159
2017M08D19,2017-08-19,131
2017M08D20,2017-08-20,133
2017M08D21,2017-08-21,138
2017M08D22,2017-08-22,125
2017M08D23,2017-08-23,135
2017M08D24,2017-08-24,138
2017M08D25,2017-08-25,152
2017M08D26,2017-08-26,145
2017M08D27,2017-08-27,120
2017M08D28,2017-08-28,139
2017M08D29,2017-08-29,149
2017M08D30,2017-08-30,128
2017M08D31,2017-08-31,141
2017M09D01,2017-09-01,127
2017M09D02,2017-09-02,127
2017M09D03,2017-09-03,140
2017M09D04,2017-09-04,122
2017M09D05,2017-09-05,140
2017M09D06,2017-09-06,124
2017M09D07,2017-09-07,142
2017M09D08,2017-09-08,138
2017M09D09,2017-09-09,110
2017M09D10,2017-09-10,142
2017M09D11,2017-09-11,142
2017M09D12,2017-09-12,150
2017M09D13,2017-09-13,139
2017M09D14,2017-09-14,143
2017M09D15,2017-09-15,153
2017M09D16,2017-09-16,132
2017M09D17,2017-09-17,132
2017M09D18,2017-09-18,132
2017M09D19,2017-09-19,137
2017M09D20,2017-09-20,140
2017M09D21,2017-09-21,112
2017M09D22,2017-09-22,160
2017M09D23,2017-09-23,144
2017M09D24,2017-09-24,154
2017M09D25,2017-09-25,139
2017M09D26,2017-09-26,125
2017M09D27,2017-09-27,155
2017M09D28,2017-09-28,150
2017M09D29,2017-09-29,126
2017M09D30,2017-09-30,149
2017M10D01,2017-10-01,139
2017M10D02,2017-10-02,159
2017M10D03,2017-10-03,142
2017M10D04,2017-10-04,125
2017M10D05,2017-10-05,147
2017M10D06,2017-10-06,152
2017M10D07,2017-10-07,125
2017M10D08,2017-10-08,128
2017M10D09,2017-10-09,128
2017M10D10,2017-10-10,137
2017M10D11,2017-10-11,147
2017M10D12,2017-10-12,141
2017M10D13,2017-10-13,151
2017M10D14,2017-10-14,150
2017M10D15,2017-10-15,131
2017M10D16,2017-10-16,151
2017M10D17,2017-10-17,140
2017M10D18,2017-10-18,140
2017M10D19,2017-10-19,160
2017M10D20,2017-10-20,130
2017M10D21,2017-10-21,120
2017M10D22,2017-10-22,129
2017M10D23,2017-10-23,138
2017M10D24,2017-10-24,123
2017M10D25,2017-10-25,135
2017M10D26,2017-10-26,160
2017M10D27,2017-10-27,125
2017M10D28,2017-10-28,131
2017M10D29,2017-10-29,122
2017M10D30,2017-10-30,137
2017M10D31,2017-10-31,136
2017M11D01,2017-11-01,149
2017M11D02,2017-11-02,162
2017M11D03,2017-11-03,126
2017M11D04,2017-11-04,126
2017M11D05,2017-11-05,140
2017M11D06,2017-11-06,143
2017M11D07,2017-11-07,136
2017M11D08,2017-11-08,138
2017M11D09,2017-11-09,122
2017M11D10,2017-11-10,137
2017M11D11,2017-11-11,155
2017M11D12,2017-11-12,125
2017M11D13,2017-11-13,159
2017M11D14,2017-11-14,169
2017M11D15,2017-11-15,150
2017M11D16,2017-11-16,173
2017M11D17,2017-11-17,156
2017M11D18,2017-11-18,144
2017M11D19,2017-11-19,119
2017M11D20,2017-11-20,152
2017M11D21,2017-11-21,144
2017M11D22,2017-11-22,131
2017M11D23,2017-11-23,153
2017M11D24,2017-11-24,135
2017M11D25,2017-11-25,155
2017M11D26,2017-11-26,141
2017M11D27,2017-11-27,152
2017M11D28,2017-11-28,151
2017M11D29,2017-11-29,147
2017M11D30,2017-11-30,134
2017M12D01,2017-12-01,147
2017M12D02,2017-12-02,138
2017M12D03,2017-12-03,158
2017M12D04,2017-12-04,145
2017M12D05,2017-12-05,175
2017M12D06,2017-12-06,149
2017M12D07,2017-12-07,130
2017M12D08,2017-12-08,158
2017M12D09,2017-12-09,165
2017M12D10,2017-12-10,145
2017M12D11,2017-12-11,153
2017M12D12,2017-12-12,178
2017M12D13,2017-12-13,164
2017M12D14,2017-12-14,147
2017M12D15,2017-12-15,162
2017M12D16,2017-12-16,165
2017M12D17,2017-12-17,133
2017M12D18,2017-12-18,155
2017M12D19,2017-12-19,160
2017M12D20,2017-12-20,148
2017M12D21,2017-12-21,148
2017M12D22,2017-12-22,151
2017M12D23,2017-12-23,140
2017M12D24,2017-12-24,156
2017M12D25,2017-12-25,156
2017M12D26,2017-12-26,162
2017M12D27,2017-12-27,201
2017M12D28,2017-12-28,167
2017M12D29,2017-12-29,148
2017M12D30,2017-12-30,152
2017M12D31,2017-12-31,148
2018M01D01,2018-01-01,160
2018M01D02,2018-01-02,157
2018M01D03,2018-01-03,178
2018M01D04,2018-01-04,170
2018M01D05,2018-01-05,170
2018M01D06,2018-01-06,165
2018M01D07,2018-01-07,134
2018M01D08,2018-01-08,147
2018M01D09,2018-01-09,171
2018M01D10,2018-01-10,188
2018M01D11,2018-01-11,143
2018M01D12,2018-01-12,175
2018M01D13,2018-01-13,156
2018M01D14,2018-01-14,156
2018M01D15,2018-01-15,181
2018M01D16,2018-01-16,173
2018M01D17,2018-01-17,165
2018M01D18,2018-01-18,153
2018M01D19,2018-01-19,154
2018M01D20,2018-01-20,175
2018M01D21,2018-01-21,155
2018M01D22,2018-01-22,167
2018M01D23,2018-01-23,156
2018M01D24,2018-01-24,186
2018M01D25,2018-01-25,165
2018M01D26,2018-01-26,148
2018M01D27,2018-01-27,164
2018M01D28,2018-01-28,133
2018M01D29,2018-01-29,150
2018M01D30,2018-01-30,136
2018M01D31,2018-01-31,173
2018M02D01,2018-02-01,197
2018M02D02,2018-02-02,172
2018M02D03,2018-02-03,160
2018M02D04,2018-02-04,169
2018M02D05,2018-02-05,150
2018M02D06,2018-02-06,169
2018M02D07,2018-02-07,146
2018M02D08,2018-02-08,168
2018M02D09,2018-02-09,177
2018M02D10,2018-02-10,199
2018M02D11,2018-02-11,177
2018M02D12,2018-02-12,183
2018M02D13,2018-02-13,189
2018M02D14,2018-02-14,171
2018M02D15,2018-02-15,177
2018M02D16,2018-02-16,188
2018M02D17,2018-02-17,179
2018M02D18,2018-02-18,178
2018M02D19,2018-02-19,189
2018M02D20,2018-02-20,177
2018M02D21,2018-02-21,164
2018M02D22,2018-02-22,204
2018M02D23,2018-02-23,181
2018M02D24,2018-02-24,174
2018M02D25,2018-02-25,171
2018M02D26,2018-02-26,183
2018M02D27,2018-02-27,169
2018M02D28,2018-02-28,187
2018M03D01,2018-03-01,203
2018M03D02,2018-03-02,170
2018M03D03,2018-03-03,201
2018M03D04,2018-03-04,210
2018M03D05,2018-03-05,208
2018M03D06,2018-03-06,192
2018M03D07,2018-03-07,228
2018M03D08,2018-03-08,177
2018M03D09,2018-03-09,178
2018M03D10,2018-03-10,183
2018M03D11,2018-03-11,171
2018M03D12,2018-03-12,195
2018M03D13,2018-03-13,204
2018M03D14,2018-03-14,161
2018M03D15,2018-03-15,167
2018M03D16,2018-03-16,183
2018M03D17,2018-03-17,162
2018M03D18,2018-03-18,181
2018M03D19,2018-03-19,179
2018M03D20,2018-03-20,197
2018M03D21,2018-03-21,182
2018M03D22,2018-03-22,190
2018M03D23,2018-03-23,169
2018M03D24,2018-03-24,177
2018M03D25,2018-03-25,192
2018M03D26,2018-03-26,156
2018M03D27,2018-03-27,179
2018M03D28,2018-03-28,191
2018M03D29,2018-03-29,156
2018M03D30,2018-03-30,176
2018M03D31,2018-03-31,165
2018M04D01,2018-04-01,163
2018M04D02,2018-04-02,162
2018M04D03,2018-04-03,163
2018M04D04,2018-04-04,169
2018M04D05,2018-04-05,186
2018M04D06,2018-04-06,158
2018M04D07,2018-04-07,148
2018M04D08,2018-04-08,152
2018M04D09,2018-04-09,165
2018M04D10,2018-04-10,172
2018M04D11,2018-04-11,180
2018M04D12,2018-04-12,150
2018M04D13,2018-04-13,169
2018M04D14,2018-04-14,178
2018M04D15,2018-04-15,150
2018M04D16,2018-04-16,166
2018M04D17,2018-04-17,145
2018M04D18,2018-04-18,139
2018M04D19,2018-04-19,164
2018M04D20,2018-04-20,159
2018M04D21,2018-04-21,159
2018M04D22,2018-04-22,120
2018M04D23,2018-04-23,157
2018M04D24,2018-04-24,162
2018M04D25,2018-04-25,143
2018M04D26,2018-04-26,124
2018M04D27,2018-04-27,140
2018M04D28,2018-04-28,153
2018M04D29,2018-04-29,129
2018M04D30,2018-04-30,172
2018M05D01,2018-05-01,148
2018M05D02,2018-05-02,147
2018M05D03,2018-05-03,141
2018M05D04,2018-05-04,149
2018M05D05,2018-05-05,128
2018M05D06,2018-05-06,125
2018M05D07,2018-05-07,161
2018M05D08,2018-05-08,183
2018M05D09,2018-05-09,132
2018M05D10,2018-05-10,146
2018M05D11,2018-05-11,139
2018M05D12,2018-05-12,127
2018M05D13,2018-05-13,137
2018M05D14,2018-05-14,150
2018M05D15,2018-05-15,136
2018M05D16,2018-05-16,146
2018M05D17,2018-05-17,156
2018M05D18,2018-05-18,134
2018M05D19,2018-05-19,143
2018M05D20,2018-05-20,147
2018M05D21,2018-05-21,135
2018M05D22,2018-05-22,135
2018M05D23,2018-05-23,159
2018M05D24,2018-05-24,145
2018M05D25,2018-05-25,122
2018M05D26,2018-05-26,142
2018M05D27,2018-05-27,115
2018M05D28,2018-05-28,153
2018M05D29,2018-05-29,131
2018M05D30,2018-05-30,141
2018M05D31,2018-05-31,140
2018M06D01,2018-06-01,132
2018M06D02,2018-06-02,139
2018M06D03,2018-06-03,141
2018M06D04,2018-06-04,137
2018M06D05,2018-06-05,132
2018M06D06,2018-06-06,136
2018M06D07,2018-06-07,140
2018M06D08,2018-06-08,167
2018M06D09,2018-06-09,144
2018M06D10,2018-06-10,153
2018M06D11,2018-06-11,134
2018M06D12,2018-06-12,152
2018M06D13,2018-06-13,127
2018M06D14,2018-06-14,137
2018M06D15,2018-06-15,147
2018M06D16,2018-06-16,123
2018M06D17,2018-06-17,121
2018M06D18,2018-06-18,103
2018M06D19,2018-06-19,125
2018M06D20,2018-06-20,170
2018M06D21,2018-06-21,161
2018M06D22,2018-06-22,129
2018M06D23,2018-06-23,140
2018M06D24,2018-06-24,130
2018M06D25,2018-06-25,125
2018M06D26,2018-06-26,137
2018M06D27,2018-06-27,119
2018M06D28,2018-06-28,143
2018M06D29,2018-06-29,137
2018M06D30,2018-06-30,139
2018M07D01,2018-07-01,115
2018M07D02,2018-07-02,156
2018M07D03,2018-07-03,135
2018M07D04,2018-07-04,163
2018M07D05,2018-07-05,151
2018M07D06,2018-07-06,127
2018M07D07,2018-07-07,133
2018M07D08,2018-07-08,142
2018M07D09,2018-07-09,138
2018M07D10,2018-07-10,120
2018M07D11,2018-07-11,163
2018M07D12,2018-07-12,129
2018M07D13,2018-07-13,151
2018M07D14,2018-07-14,139
2018M07D15,2018-07-15,131
2018M07D16,2018-07-16,154
2018M07D17,2018-07-17,144
2018M07D18,2018-07-18,143
2018M07D19,2018-07-19,146
2018M07D20,2018-07-20,142
2018M07D21,2018-07-21,137
2018M07D22,2018-07-22,128
2018M07D23,2018-07-23,137
2018M07D24,2018-07-24,142
2018M07D25,2018-07-25,157
2018M07D26,2018-07-26,172
2018M07D27,2018-07-27,181
2018M07D28,2018-07-28,157
2018M07D29,2018-07-29,145
2018M07D30,2018-07-30,190
2018M07D31,2018-07-31,167
2018M08D01,2018-08-01,159
2018M08D02,2018-08-02,145
2018M08D03,2018-08-03,140
2018M08D04,2018-08-04,147
2018M08D05,2018-08-05,136
2018M08D06,2018-08-06,137
2018M08D07,2018-08-07,147
2018M08D08,2018-08-08,165
2018M08D09,2018-08-09,142
2018M08D10,2018-08-10,155
2018M08D11,2018-08-11,140
2018M08D12,2018-08-12,143
2018M08D13,2018-08-13,139
2018M08D14,2018-08-14,163
2018M08D15,2018-08-15,135
2018M08D16,2018-08-16,168
2018M08D17,2018-08-17,150
2018M08D18,2018-08-18,132
2018M08D19,2018-08-19,130
2018M08D20,2018-08-20,139
2018M08D21,2018-08-21,130
2018M08D22,2018-08-22,143
2018M08D23,2018-08-23,155
2018M08D24,2018-08-24,141
2018M08D25,2018-08-25,139
2018M08D26,2018-08-26,143
2018M08D27,2018-08-27,143
2018M08D28,2018-08-28,124
2018M08D29,2018-08-29,131
2018M08D30,2018-08-30,147
2018M08D31,2018-08-31,130
2018M09D01,2018-09-01,139
2018M09D02,2018-09-02,121
2018M09D03,2018-09-03,141
2018M09D04,2018-09-04,147
2018M09D05,2018-09-05,159
2018M09D06,2018-09-06,138
2018M09D07,2018-09-07,127
2018M09D08,2018-09-08,110
2018M09D09,2018-09-09,153
2018M09D10,2018-09-10,157
2018M09D11,2018-09-11,130
2018M09D12,2018-09-12,134
2018M09D13,2018-09-13,133
2018M09D14,2018-09-14,136
2018M09D15,2018-09-15,139
2018M09D16,2018-09-16,120
2018M09D17,2018-09-17,127
2018M09D18,2018-09-18,161
2018M09D19,2018-09-19,142
2018M09D20,2018-09-20,146
2018M09D21,2018-09-21,138
2018M09D22,2018-09-22,147
2018M09D23,2018-09-23,133
2018M09D24,2018-09-24,137
2018M09D25,2018-09-25,131
2018M09D26,2018-09-26,127
2018M09D27,2018-09-27,136
2018M09D28,2018-09-28,146
2018M09D29,2018-09-29,146
2018M09D30,2018-09-30,127
2018M10D01,2018-10-01,148
2018M10D02,2018-10-02,154
2018M10D03,2018-10-03,158
2018M10D04,2018-10-04,144
2018M10D05,2018-10-05,163
2018M10D06,2018-10-06,130
2018M10D07,2018-10-07,136
2018M10D08,2018-10-08,116
2018M10D09,2018-10-09,145
2018M10D10,2018-10-10,144
2018M10D11,2018-10-11,137
2018M10D12,2018-10-12,148
2018M10D13,2018-10-13,161
2018M10D14,2018-10-14,141
2018M10D15,2018-10-15,143
2018M10D16,2018-10-16,151
2018M10D17,2018-10-17,123
2018M10D18,2018-10-18,138
2018M10D19,2018-10-19,128
2018M10D20,2018-10-20,137
2018M10D21,2018-10-21,138
2018M10D22,2018-10-22,133
2018M10D23,2018-10-23,143
2018M10D24,2018-10-24,140
2018M10D25,2018-10-25,142
2018M10D26,2018-10-26,139
2018M10D27,2018-10-27,124
2018M10D28,2018-10-28,152
