Date,Date_mod,deaths
2018M10D29,2018-10-29,133
2018M10D30,2018-10-30,148
2018M10D31,2018-10-31,132
2018M11D01,2018-11-01,156
2018M11D02,2018-11-02,148
2018M11D03,2018-11-03,151
2018M11D04,2018-11-04,139
2018M11D05,2018-11-05,147
2018M11D06,2018-11-06,134
2018M11D07,2018-11-07,138
2018M11D08,2018-11-08,129
2018M11D09,2018-11-09,135
2018M11D10,2018-11-10,146
2018M11D11,2018-11-11,163
2018M11D12,2018-11-12,131
2018M11D13,2018-11-13,142
2018M11D14,2018-11-14,129
2018M11D15,2018-11-15,137
2018M11D16,2018-11-16,135
2018M11D17,2018-11-17,143
2018M11D18,2018-11-18,137
2018M11D19,2018-11-19,130
2018M11D20,2018-11-20,137
2018M11D21,2018-11-21,153
2018M11D22,2018-11-22,136
2018M11D23,2018-11-23,142
2018M11D24,2018-11-24,166
2018M11D25,2018-11-25,132
2018M11D26,2018-11-26,142
2018M11D27,2018-11-27,130
2018M11D28,2018-11-28,144
2018M11D29,2018-11-29,130
2018M11D30,2018-11-30,148
2018M12D01,2018-12-01,150
2018M12D02,2018-12-02,150
2018M12D03,2018-12-03,167
2018M12D04,2018-12-04,132
2018M12D05,2018-12-05,165
2018M12D06,2018-12-06,161
2018M12D07,2018-12-07,153
2018M12D08,2018-12-08,146
2018M12D09,2018-12-09,161
2018M12D10,2018-12-10,164
2018M12D11,2018-12-11,138
2018M12D12,2018-12-12,160
2018M12D13,2018-12-13,154
2018M12D14,2018-12-14,147
2018M12D15,2018-12-15,133
2018M12D16,2018-12-16,148
2018M12D17,2018-12-17,161
2018M12D18,2018-12-18,146
2018M12D19,2018-12-19,154
2018M12D20,2018-12-20,173
2018M12D21,2018-12-21,161
2018M12D22,2018-12-22,148
2018M12D23,2018-12-23,153
2018M12D24,2018-12-24,148
2018M12D25,2018-12-25,152
2018M12D26,2018-12-26,128
2018M12D27,2018-12-27,132
2018M12D28,2018-12-28,149
2018M12D29,2018-12-29,167
2018M12D30,2018-12-30,130
2018M12D31,2018-12-31,156
2019M01D01,2019-01-01,151
2019M01D02,2019-01-02,173
2019M01D03,2019-01-03,153
2019M01D04,2019-01-04,154
2019M01D05,2019-01-05,182
2019M01D06,2019-01-06,161
2019M01D07,2019-01-07,172
2019M01D08,2019-01-08,180
2019M01D09,2019-01-09,175
2019M01D10,2019-01-10,156
2019M01D11,2019-01-11,160
2019M01D12,2019-01-12,156
2019M01D13,2019-01-13,156
2019M01D14,2019-01-14,169
2019M01D15,2019-01-15,158
2019M01D16,2019-01-16,159
2019M01D17,2019-01-17,167
2019M01D18,2019-01-18,164
2019M01D19,2019-01-19,156
2019M01D20,2019-01-20,145
2019M01D21,2019-01-21,146
2019M01D22,2019-01-22,149
2019M01D23,2019-01-23,162
2019M01D24,2019-01-24,147
2019M01D25,2019-01-25,175
2019M01D26,2019-01-26,154
2019M01D27,2019-01-27,152
2019M01D28,2019-01-28,182
2019M01D29,2019-01-29,151
2019M01D30,2019-01-30,155
2019M01D31,2019-01-31,181
2019M02D01,2019-02-01,193
2019M02D02,2019-02-02,174
2019M02D03,2019-02-03,173
2019M02D04,2019-02-04,165
2019M02D05,2019-02-05,181
2019M02D06,2019-02-06,201
2019M02D07,2019-02-07,172
2019M02D08,2019-02-08,183
2019M02D09,2019-02-09,172
2019M02D10,2019-02-10,176
2019M02D11,2019-02-11,162
2019M02D12,2019-02-12,140
2019M02D13,2019-02-13,164
2019M02D14,2019-02-14,180
2019M02D15,2019-02-15,181
2019M02D16,2019-02-16,171
2019M02D17,2019-02-17,178
2019M02D18,2019-02-18,179
2019M02D19,2019-02-19,161
2019M02D20,2019-02-20,136
2019M02D21,2019-02-21,155
2019M02D22,2019-02-22,168
2019M02D23,2019-02-23,142
2019M02D24,2019-02-24,169
2019M02D25,2019-02-25,152
2019M02D26,2019-02-26,161
2019M02D27,2019-02-27,163
2019M02D28,2019-02-28,183
2019M03D01,2019-03-01,135
2019M03D02,2019-03-02,152
2019M03D03,2019-03-03,144
2019M03D04,2019-03-04,143
2019M03D05,2019-03-05,140
2019M03D06,2019-03-06,144
2019M03D07,2019-03-07,172
2019M03D08,2019-03-08,161
2019M03D09,2019-03-09,140
2019M03D10,2019-03-10,151
2019M03D11,2019-03-11,140
2019M03D12,2019-03-12,142
2019M03D13,2019-03-13,151
2019M03D14,2019-03-14,153
2019M03D15,2019-03-15,166
2019M03D16,2019-03-16,155
2019M03D17,2019-03-17,156
2019M03D18,2019-03-18,146
2019M03D19,2019-03-19,165
2019M03D20,2019-03-20,141
2019M03D21,2019-03-21,135
2019M03D22,2019-03-22,155
2019M03D23,2019-03-23,156
2019M03D24,2019-03-24,141
2019M03D25,2019-03-25,143
2019M03D26,2019-03-26,166
2019M03D27,2019-03-27,133
2019M03D28,2019-03-28,150
2019M03D29,2019-03-29,152
2019M03D30,2019-03-30,146
2019M03D31,2019-03-31,132
2019M04D01,2019-04-01,136
2019M04D02,2019-04-02,152
2019M04D03,2019-04-03,150
2019M04D04,2019-04-04,156
2019M04D05,2019-04-05,166
2019M04D06,2019-04-06,165
2019M04D07,2019-04-07,160
2019M04D08,2019-04-08,139
2019M04D09,2019-04-09,149
2019M04D10,2019-04-10,145
2019M04D11,2019-04-11,153
2019M04D12,2019-04-12,136
2019M04D13,2019-04-13,141
2019M04D14,2019-04-14,155
2019M04D15,2019-04-15,167
2019M04D16,2019-04-16,142
2019M04D17,2019-04-17,143
2019M04D18,2019-04-18,162
2019M04D19,2019-04-19,139
2019M04D20,2019-04-20,150
2019M04D21,2019-04-21,143
2019M04D22,2019-04-22,161
2019M04D23,2019-04-23,150
2019M04D24,2019-04-24,134
2019M04D25,2019-04-25,130
2019M04D26,2019-04-26,137
2019M04D27,2019-04-27,162
2019M04D28,2019-04-28,141
2019M04D29,2019-04-29,141
2019M04D30,2019-04-30,164
2019M05D01,2019-05-01,151
2019M05D02,2019-05-02,204
2019M05D03,2019-05-03,142
2019M05D04,2019-05-04,137
2019M05D05,2019-05-05,128
2019M05D06,2019-05-06,139
2019M05D07,2019-05-07,157
2019M05D08,2019-05-08,150
2019M05D09,2019-05-09,155
2019M05D10,2019-05-10,154
2019M05D11,2019-05-11,146
2019M05D12,2019-05-12,127
2019M05D13,2019-05-13,145
2019M05D14,2019-05-14,136
2019M05D15,2019-05-15,148
2019M05D16,2019-05-16,140
2019M05D17,2019-05-17,135
2019M05D18,2019-05-18,138
2019M05D19,2019-05-19,132
2019M05D20,2019-05-20,137
2019M05D21,2019-05-21,141
2019M05D22,2019-05-22,155
2019M05D23,2019-05-23,142
2019M05D24,2019-05-24,132
2019M05D25,2019-05-25,120
2019M05D26,2019-05-26,143
2019M05D27,2019-05-27,135
2019M05D28,2019-05-28,158
2019M05D29,2019-05-29,134
2019M05D30,2019-05-30,128
2019M05D31,2019-05-31,148
2019M06D01,2019-06-01,133
2019M06D02,2019-06-02,147
2019M06D03,2019-06-03,147
2019M06D04,2019-06-04,144
2019M06D05,2019-06-05,140
2019M06D06,2019-06-06,150
2019M06D07,2019-06-07,154
2019M06D08,2019-06-08,137
2019M06D09,2019-06-09,119
2019M06D10,2019-06-10,153
2019M06D11,2019-06-11,136
2019M06D12,2019-06-12,122
2019M06D13,2019-06-13,147
2019M06D14,2019-06-14,134
2019M06D15,2019-06-15,135
2019M06D16,2019-06-16,142
2019M06D17,2019-06-17,126
2019M06D18,2019-06-18,159
2019M06D19,2019-06-19,158
2019M06D20,2019-06-20,169
2019M06D21,2019-06-21,129
2019M06D22,2019-06-22,140
2019M06D23,2019-06-23,134
2019M06D24,2019-06-24,138
2019M06D25,2019-06-25,150
2019M06D26,2019-06-26,151
2019M06D27,2019-06-27,161
2019M06D28,2019-06-28,139
2019M06D29,2019-06-29,128
2019M06D30,2019-06-30,135
2019M07D01,2019-07-01,146
2019M07D02,2019-07-02,138
2019M07D03,2019-07-03,126
2019M07D04,2019-07-04,130
2019M07D05,2019-07-05,127
2019M07D06,2019-07-06,137
2019M07D07,2019-07-07,131
2019M07D08,2019-07-08,138
2019M07D09,2019-07-09,155
2019M07D10,2019-07-10,106
2019M07D11,2019-07-11,139
2019M07D12,2019-07-12,124
2019M07D13,2019-07-13,155
2019M07D14,2019-07-14,136
2019M07D15,2019-07-15,141
2019M07D16,2019-07-16,148
2019M07D17,2019-07-17,130
2019M07D18,2019-07-18,142
2019M07D19,2019-07-19,133
2019M07D20,2019-07-20,148
2019M07D21,2019-07-21,135
2019M07D22,2019-07-22,134
2019M07D23,2019-07-23,139
2019M07D24,2019-07-24,142
2019M07D25,2019-07-25,157
2019M07D26,2019-07-26,140
2019M07D27,2019-07-27,129
2019M07D28,2019-07-28,126
2019M07D29,2019-07-29,159
2019M07D30,2019-07-30,136
2019M07D31,2019-07-31,108
2019M08D01,2019-08-01,134
2019M08D02,2019-08-02,141
2019M08D03,2019-08-03,161
2019M08D04,2019-08-04,123
2019M08D05,2019-08-05,125
2019M08D06,2019-08-06,157
2019M08D07,2019-08-07,143
2019M08D08,2019-08-08,131
2019M08D09,2019-08-09,133
2019M08D10,2019-08-10,121
2019M08D11,2019-08-11,126
2019M08D12,2019-08-12,145
2019M08D13,2019-08-13,131
2019M08D14,2019-08-14,127
2019M08D15,2019-08-15,135
2019M08D16,2019-08-16,146
2019M08D17,2019-08-17,119
2019M08D18,2019-08-18,128
2019M08D19,2019-08-19,131
2019M08D20,2019-08-20,141
2019M08D21,2019-08-21,113
2019M08D22,2019-08-22,152
2019M08D23,2019-08-23,177
2019M08D24,2019-08-24,154
2019M08D25,2019-08-25,138
2019M08D26,2019-08-26,145
2019M08D27,2019-08-27,160
2019M08D28,2019-08-28,168
2019M08D29,2019-08-29,133
2019M08D30,2019-08-30,127
2019M08D31,2019-08-31,130
2019M09D01,2019-09-01,133
2019M09D02,2019-09-02,150
2019M09D03,2019-09-03,134
2019M09D04,2019-09-04,139
2019M09D05,2019-09-05,133
2019M09D06,2019-09-06,156
2019M09D07,2019-09-07,134
2019M09D08,2019-09-08,137
2019M09D09,2019-09-09,118
2019M09D10,2019-09-10,154
2019M09D11,2019-09-11,127
2019M09D12,2019-09-12,137
2019M09D13,2019-09-13,158
2019M09D14,2019-09-14,132
2019M09D15,2019-09-15,140
2019M09D16,2019-09-16,150
2019M09D17,2019-09-17,134
2019M09D18,2019-09-18,145
2019M09D19,2019-09-19,127
2019M09D20,2019-09-20,159
2019M09D21,2019-09-21,152
2019M09D22,2019-09-22,140
2019M09D23,2019-09-23,139
2019M09D24,2019-09-24,154
2019M09D25,2019-09-25,150
2019M09D26,2019-09-26,152
2019M09D27,2019-09-27,153
2019M09D28,2019-09-28,136
2019M09D29,2019-09-29,132
2019M09D30,2019-09-30,134
2019M10D01,2019-10-01,137
2019M10D02,2019-10-02,152
2019M10D03,2019-10-03,142
2019M10D04,2019-10-04,153
2019M10D05,2019-10-05,122
2019M10D06,2019-10-06,132
2019M10D07,2019-10-07,155
2019M10D08,2019-10-08,141
2019M10D09,2019-10-09,135
2019M10D10,2019-10-10,143
2019M10D11,2019-10-11,159
2019M10D12,2019-10-12,166
2019M10D13,2019-10-13,134
2019M10D14,2019-10-14,112
2019M10D15,2019-10-15,138
2019M10D16,2019-10-16,148
2019M10D17,2019-10-17,156
2019M10D18,2019-10-18,160
2019M10D19,2019-10-19,155
2019M10D20,2019-10-20,129
2019M10D21,2019-10-21,124
2019M10D22,2019-10-22,142
2019M10D23,2019-10-23,154
2019M10D24,2019-10-24,146
2019M10D25,2019-10-25,158
2019M10D26,2019-10-26,140
2019M10D27,2019-10-27,162
2019M10D28,2019-10-28,130
2019M10D29,2019-10-29,131
2019M10D30,2019-10-30,130
2019M10D31,2019-10-31,154
2019M11D01,2019-11-01,146
2019M11D02,2019-11-02,125
2019M11D03,2019-11-03,138
2019M11D04,2019-11-04,158
2019M11D05,2019-11-05,153
2019M11D06,2019-11-06,156
2019M11D07,2019-11-07,146
2019M11D08,2019-11-08,149
2019M11D09,2019-11-09,141
2019M11D10,2019-11-10,143
2019M11D11,2019-11-11,129
2019M11D12,2019-11-12,153
2019M11D13,2019-11-13,129
2019M11D14,2019-11-14,151
2019M11D15,2019-11-15,166
2019M11D16,2019-11-16,158
2019M11D17,2019-11-17,151
2019M11D18,2019-11-18,157
2019M11D19,2019-11-19,144
2019M11D20,2019-11-20,154
2019M11D21,2019-11-21,164
2019M11D22,2019-11-22,153
2019M11D23,2019-11-23,150
2019M11D24,2019-11-24,135
2019M11D25,2019-11-25,144
2019M11D26,2019-11-26,177
2019M11D27,2019-11-27,164
2019M11D28,2019-11-28,143
2019M11D29,2019-11-29,158
2019M11D30,2019-11-30,149
2019M12D01,2019-12-01,160
2019M12D02,2019-12-02,159
2019M12D03,2019-12-03,153
2019M12D04,2019-12-04,151
2019M12D05,2019-12-05,177
2019M12D06,2019-12-06,154
2019M12D07,2019-12-07,165
2019M12D08,2019-12-08,145
2019M12D09,2019-12-09,156
2019M12D10,2019-12-10,164
2019M12D11,2019-12-11,157
2019M12D12,2019-12-12,153
2019M12D13,2019-12-13,170
2019M12D14,2019-12-14,156
2019M12D15,2019-12-15,151
2019M12D16,2019-12-16,143
2019M12D17,2019-12-17,148
2019M12D18,2019-12-18,130
2019M12D19,2019-12-19,141
2019M12D20,2019-12-20,163
2019M12D21,2019-12-21,156
2019M12D22,2019-12-22,161
2019M12D23,2019-12-23,141
2019M12D24,2019-12-24,148
2019M12D25,2019-12-25,140
2019M12D26,2019-12-26,158
2019M12D27,2019-12-27,139
2019M12D28,2019-12-28,154
2019M12D29,2019-12-29,158
2019M12D30,2019-12-30,152
2019M12D31,2019-12-31,157
2020M01D01,2020-01-01,163
2020M01D02,2020-01-02,159
2020M01D03,2020-01-03,151
2020M01D04,2020-01-04,162
2020M01D05,2020-01-05,171
2020M01D06,2020-01-06,161
2020M01D07,2020-01-07,154
2020M01D08,2020-01-08,163
2020M01D09,2020-01-09,172
2020M01D10,2020-01-10,166
2020M01D11,2020-01-11,163
2020M01D12,2020-01-12,170
2020M01D13,2020-01-13,157
2020M01D14,2020-01-14,165
2020M01D15,2020-01-15,151
2020M01D16,2020-01-16,156
2020M01D17,2020-01-17,146
2020M01D18,2020-01-18,148
2020M01D19,2020-01-19,147
2020M01D20,2020-01-20,135
2020M01D21,2020-01-21,128
2020M01D22,2020-01-22,173
2020M01D23,2020-01-23,146
2020M01D24,2020-01-24,153
2020M01D25,2020-01-25,123
2020M01D26,2020-01-26,168
2020M01D27,2020-01-27,155
2020M01D28,2020-01-28,153
2020M01D29,2020-01-29,155
2020M01D30,2020-01-30,168
2020M01D31,2020-01-31,148
2020M02D01,2020-02-01,172
2020M02D02,2020-02-02,136
2020M02D03,2020-02-03,169
2020M02D04,2020-02-04,142
2020M02D05,2020-02-05,139
2020M02D06,2020-02-06,141
2020M02D07,2020-02-07,156
2020M02D08,2020-02-08,163
2020M02D09,2020-02-09,168
2020M02D10,2020-02-10,159
2020M02D11,2020-02-11,159
2020M02D12,2020-02-12,155
2020M02D13,2020-02-13,151
2020M02D14,2020-02-14,140
2020M02D15,2020-02-15,152
2020M02D16,2020-02-16,141
2020M02D17,2020-02-17,151
2020M02D18,2020-02-18,144
2020M02D19,2020-02-19,136
2020M02D20,2020-02-20,149
2020M02D21,2020-02-21,154
2020M02D22,2020-02-22,156
2020M02D23,2020-02-23,145
2020M02D24,2020-02-24,139
2020M02D25,2020-02-25,140
2020M02D26,2020-02-26,153
2020M02D27,2020-02-27,162
2020M02D28,2020-02-28,142
2020M02D29,2020-02-29,154
2020M03D01,2020-03-01,132
2020M03D02,2020-03-02,146
2020M03D03,2020-03-03,152
2020M03D04,2020-03-04,161
2020M03D05,2020-03-05,158
2020M03D06,2020-03-06,153
2020M03D07,2020-03-07,154
2020M03D08,2020-03-08,137
2020M03D09,2020-03-09,148
2020M03D10,2020-03-10,133
2020M03D11,2020-03-11,165
2020M03D12,2020-03-12,157
2020M03D13,2020-03-13,165
2020M03D14,2020-03-14,167
2020M03D15,2020-03-15,129
2020M03D16,2020-03-16,166
2020M03D17,2020-03-17,153
2020M03D18,2020-03-18,183
2020M03D19,2020-03-19,174
2020M03D20,2020-03-20,165
2020M03D21,2020-03-21,142
2020M03D22,2020-03-22,155
2020M03D23,2020-03-23,158
2020M03D24,2020-03-24,180
2020M03D25,2020-03-25,172
2020M03D26,2020-03-26,145
2020M03D27,2020-03-27,158
2020M03D28,2020-03-28,170
2020M03D29,2020-03-29,127
2020M03D30,2020-03-30,162
2020M03D31,2020-03-31,165
2020M04D01,2020-04-01,159
2020M04D02,2020-04-02,170
2020M04D03,2020-04-03,167
2020M04D04,2020-04-04,160
2020M04D05,2020-04-05,170
2020M04D06,2020-04-06,191
2020M04D07,2020-04-07,164
2020M04D08,2020-04-08,142
2020M04D09,2020-04-09,157
2020M04D10,2020-04-10,159
2020M04D11,2020-04-11,172
2020M04D12,2020-04-12,157
2020M04D13,2020-04-13,151
2020M04D14,2020-04-14,146
2020M04D15,2020-04-15,185
2020M04D16,2020-04-16,145
2020M04D17,2020-04-17,166
2020M04D18,2020-04-18,165
2020M04D19,2020-04-19,117
2020M04D20,2020-04-20,165
2020M04D21,2020-04-21,150
2020M04D22,2020-04-22,150
2020M04D23,2020-04-23,164
2020M04D24,2020-04-24,148
2020M04D25,2020-04-25,137
2020M04D26,2020-04-26,168
2020M04D27,2020-04-27,157
2020M04D28,2020-04-28,160
2020M04D29,2020-04-29,150
2020M04D30,2020-04-30,138
2020M05D01,2020-05-01,146
2020M05D02,2020-05-02,150
2020M05D03,2020-05-03,143
2020M05D04,2020-05-04,146
2020M05D05,2020-05-05,129
2020M05D06,2020-05-06,148
2020M05D07,2020-05-07,158
2020M05D08,2020-05-08,150
2020M05D09,2020-05-09,153
2020M05D10,2020-05-10,140
2020M05D11,2020-05-11,132
2020M05D12,2020-05-12,119
2020M05D13,2020-05-13,137
2020M05D14,2020-05-14,137
2020M05D15,2020-05-15,142
2020M05D16,2020-05-16,148
2020M05D17,2020-05-17,135
2020M05D18,2020-05-18,141
2020M05D19,2020-05-19,151
2020M05D20,2020-05-20,149
2020M05D21,2020-05-21,140
2020M05D22,2020-05-22,127
2020M05D23,2020-05-23,156
2020M05D24,2020-05-24,129
2020M05D25,2020-05-25,124
2020M05D26,2020-05-26,149
2020M05D27,2020-05-27,134
2020M05D28,2020-05-28,123
2020M05D29,2020-05-29,138
2020M05D30,2020-05-30,152
2020M05D31,2020-05-31,144
2020M06D01,2020-06-01,128
2020M06D02,2020-06-02,151
2020M06D03,2020-06-03,139
2020M06D04,2020-06-04,145
2020M06D05,2020-06-05,154
2020M06D06,2020-06-06,131
2020M06D07,2020-06-07,110
2020M06D08,2020-06-08,135
2020M06D09,2020-06-09,124
2020M06D10,2020-06-10,140
2020M06D11,2020-06-11,160
2020M06D12,2020-06-12,148
2020M06D13,2020-06-13,151
2020M06D14,2020-06-14,140
2020M06D15,2020-06-15,129
2020M06D16,2020-06-16,144
2020M06D17,2020-06-17,151
2020M06D18,2020-06-18,127
2020M06D19,2020-06-19,139
2020M06D20,2020-06-20,131
2020M06D21,2020-06-21,126
2020M06D22,2020-06-22,132
2020M06D23,2020-06-23,129
2020M06D24,2020-06-24,127
2020M06D25,2020-06-25,161
2020M06D26,2020-06-26,156
2020M06D27,2020-06-27,144
2020M06D28,2020-06-28,128
2020M06D29,2020-06-29,133
2020M06D30,2020-06-30,151
2020M07D01,2020-07-01,162
2020M07D02,2020-07-02,129
2020M07D03,2020-07-03,133
2020M07D04,2020-07-04,154
2020M07D05,2020-07-05,133
2020M07D06,2020-07-06,134
2020M07D07,2020-07-07,135
2020M07D08,2020-07-08,132
2020M07D09,2020-07-09,137
2020M07D10,2020-07-10,136
2020M07D11,2020-07-11,156
2020M07D12,2020-07-12,126
2020M07D13,2020-07-13,156
2020M07D14,2020-07-14,151
2020M07D15,2020-07-15,157
2020M07D16,2020-07-16,115
2020M07D17,2020-07-17,143
2020M07D18,2020-07-18,148
2020M07D19,2020-07-19,154
2020M07D20,2020-07-20,129
2020M07D21,2020-07-21,131
2020M07D22,2020-07-22,144
2020M07D23,2020-07-23,125
2020M07D24,2020-07-24,148
2020M07D25,2020-07-25,116
2020M07D26,2020-07-26,147
2020M07D27,2020-07-27,147
2020M07D28,2020-07-28,135
2020M07D29,2020-07-29,148
2020M07D30,2020-07-30,132
2020M07D31,2020-07-31,136
2020M08D01,2020-08-01,146
2020M08D02,2020-08-02,138
2020M08D03,2020-08-03,138
2020M08D04,2020-08-04,116
2020M08D05,2020-08-05,137
2020M08D06,2020-08-06,135
2020M08D07,2020-08-07,121
2020M08D08,2020-08-08,151
2020M08D09,2020-08-09,157
2020M08D10,2020-08-10,151
2020M08D11,2020-08-11,169
2020M08D12,2020-08-12,114
2020M08D13,2020-08-13,155
2020M08D14,2020-08-14,141
2020M08D15,2020-08-15,134
2020M08D16,2020-08-16,126
2020M08D17,2020-08-17,152
2020M08D18,2020-08-18,154
2020M08D19,2020-08-19,137
2020M08D20,2020-08-20,135
2020M08D21,2020-08-21,140
2020M08D22,2020-08-22,132
2020M08D23,2020-08-23,138
2020M08D24,2020-08-24,117
2020M08D25,2020-08-25,141
2020M08D26,2020-08-26,146
2020M08D27,2020-08-27,151
2020M08D28,2020-08-28,126
2020M08D29,2020-08-29,143
2020M08D30,2020-08-30,125
2020M08D31,2020-08-31,134
2020M09D01,2020-09-01,129
2020M09D02,2020-09-02,153
2020M09D03,2020-09-03,150
2020M09D04,2020-09-04,146
2020M09D05,2020-09-05,144
2020M09D06,2020-09-06,128
2020M09D07,2020-09-07,130
2020M09D08,2020-09-08,129
2020M09D09,2020-09-09,153
2020M09D10,2020-09-10,152
2020M09D11,2020-09-11,132
2020M09D12,2020-09-12,146
2020M09D13,2020-09-13,130
2020M09D14,2020-09-14,163
2020M09D15,2020-09-15,144
2020M09D16,2020-09-16,150
2020M09D17,2020-09-17,156
2020M09D18,2020-09-18,165
2020M09D19,2020-09-19,143
2020M09D20,2020-09-20,155
2020M09D21,2020-09-21,148
2020M09D22,2020-09-22,133
2020M09D23,2020-09-23,128
2020M09D24,2020-09-24,128
2020M09D25,2020-09-25,121
2020M09D26,2020-09-26,170
2020M09D27,2020-09-27,121